Name,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct
East Africa,0.1863517121,0.1407052463,0.1292936299,0.0608239164,0.0608239164,0.0608239164,0.1407052463,0.1178819986,0.09505876569,0.02658906628,0.02658906628,0.09505876569
